,Question,Domain,Timestamp,PDF_Name,User_Type,Date
278,What about Headache level?,General,2026-04-11T21:42:51.417,report_5.pdf,General User,2026-04-11
279,What about Fever level?,General,2026-04-13T13:54:51.417,report_8.pdf,Student,2026-04-13
280,What about Fatigue level?,Neurology,2026-04-12T00:07:51.417,report_6.pdf,Patient,2026-04-12
281,What about Dizziness level?,Cardiology,2026-04-11T08:28:51.417,report_1.pdf,Student,2026-04-11
282,What about Fever level?,Orthopedics,2026-04-11T22:35:51.417,report_12.pdf,General User,2026-04-11
283,What about Sugar level?,Neurology,2026-04-12T21:43:51.417,report_19.pdf,General User,2026-04-12
284,What about BP level?,Orthopedics,2026-04-11T13:07:51.417,report_9.pdf,General User,2026-04-11
285,What about Sugar level?,Orthopedics,2026-04-13T02:28:51.417,report_1.pdf,General User,2026-04-13
286,What about Fever level?,Cardiology,2026-04-11T22:17:51.417,report_6.pdf,General User,2026-04-11
287,What about Fever level?,Neurology,2026-04-11T17:27:51.417,report_6.pdf,Patient,2026-04-11
288,What about Sugar level?,Cardiology,2026-04-12T08:30:51.417,report_18.pdf,Student,2026-04-12
289,What about Dizziness level?,Cardiology,2026-04-10T11:30:51.417,report_10.pdf,Patient,2026-04-10
290,What about Fever level?,Cardiology,2026-04-12T00:14:51.417,report_12.pdf,Student,2026-04-12
291,What about BP level?,Endocrinology,2026-04-13T12:37:51.417,report_1.pdf,General User,2026-04-13
292,What about BP level?,Endocrinology,2026-04-11T00:08:51.417,report_9.pdf,Patient,2026-04-11
293,What about Headache level?,Orthopedics,2026-04-12T16:20:51.417,report_3.pdf,General User,2026-04-12
294,What about Sugar level?,Endocrinology,2026-04-11T07:49:51.417,report_5.pdf,Patient,2026-04-11
295,What about Sugar level?,Neurology,2026-04-10T09:43:51.417,report_6.pdf,General User,2026-04-10
296,What about BP level?,Cardiology,2026-04-13T05:52:51.417,report_19.pdf,Student,2026-04-13
297,What about Sugar level?,Neurology,2026-04-11T14:28:51.417,report_2.pdf,Student,2026-04-11
298,What about Headache level?,Orthopedics,2026-04-11T13:27:51.417,report_15.pdf,General User,2026-04-11
299,What about Fever level?,Endocrinology,2026-04-10T06:45:51.417,report_20.pdf,Student,2026-04-10
300,What about Dizziness level?,Endocrinology,2026-04-10T23:35:51.417,report_16.pdf,Patient,2026-04-10
301,What about BP level?,Endocrinology,2026-04-11T19:39:51.417,report_6.pdf,General User,2026-04-11
302,What about Dizziness level?,Neurology,2026-04-13T01:06:51.417,report_9.pdf,Student,2026-04-13
303,What about Dizziness level?,Endocrinology,2026-04-11T08:17:51.417,report_10.pdf,Student,2026-04-11
304,What about Sugar level?,Orthopedics,2026-04-11T22:35:51.417,report_17.pdf,General User,2026-04-11
305,What about Fatigue level?,Cardiology,2026-04-12T11:48:51.417,report_12.pdf,General User,2026-04-12
306,What about Headache level?,General,2026-04-11T21:01:51.417,report_6.pdf,Patient,2026-04-11
307,What about BP level?,Endocrinology,2026-04-10T06:26:51.417,report_7.pdf,General User,2026-04-10
308,What about BP level?,Cardiology,2026-04-13T12:06:51.417,report_6.pdf,Student,2026-04-13
309,What about Fever level?,Neurology,2026-04-11T01:03:51.417,report_7.pdf,General User,2026-04-11
310,What about Fever level?,Cardiology,2026-04-12T06:39:51.417,report_13.pdf,Student,2026-04-12
311,What about Headache level?,Neurology,2026-04-10T08:00:51.417,report_1.pdf,Student,2026-04-10
312,What about Fever level?,Endocrinology,2026-04-10T07:59:51.417,report_7.pdf,General User,2026-04-10
313,What about BP level?,Endocrinology,2026-04-11T11:44:51.417,report_4.pdf,General User,2026-04-11
314,What about BP level?,Orthopedics,2026-04-11T05:00:51.417,report_10.pdf,Student,2026-04-11
315,What about Sugar level?,Neurology,2026-04-10T05:16:51.417,report_14.pdf,Patient,2026-04-10
316,What about BP level?,Orthopedics,2026-04-13T09:49:51.417,report_8.pdf,Patient,2026-04-13
317,What about Dizziness level?,Endocrinology,2026-04-12T11:43:51.417,report_3.pdf,Student,2026-04-12
318,What about Sugar level?,Endocrinology,2026-04-10T20:54:51.417,report_14.pdf,Patient,2026-04-10
319,What about Headache level?,Orthopedics,2026-04-13T00:41:51.417,report_17.pdf,Patient,2026-04-13
320,What about Fatigue level?,Cardiology,2026-04-10T06:38:51.417,report_15.pdf,Patient,2026-04-10
321,What about Headache level?,Cardiology,2026-04-13T00:22:51.417,report_16.pdf,Student,2026-04-13
322,What about Sugar level?,Endocrinology,2026-04-13T12:51:51.417,report_2.pdf,Patient,2026-04-13
323,What about Fever level?,Cardiology,2026-04-12T15:44:51.417,report_4.pdf,Patient,2026-04-12
324,What about Fatigue level?,Endocrinology,2026-04-13T02:56:51.417,report_6.pdf,Patient,2026-04-13
325,What about Fatigue level?,Endocrinology,2026-04-13T11:35:51.417,report_1.pdf,General User,2026-04-13
326,What about Headache level?,Orthopedics,2026-04-10T05:45:51.417,report_9.pdf,Patient,2026-04-10
327,What about Fatigue level?,Orthopedics,2026-04-10T14:34:51.417,report_12.pdf,General User,2026-04-10
328,What about Headache level?,Neurology,2026-04-12T04:03:51.417,report_8.pdf,General User,2026-04-12
329,What about Fever level?,Cardiology,2026-04-10T08:38:51.417,report_12.pdf,Patient,2026-04-10
330,What about Headache level?,Endocrinology,2026-04-11T05:18:51.417,report_3.pdf,Patient,2026-04-11
331,What about Dizziness level?,Neurology,2026-04-13T04:08:51.417,report_18.pdf,General User,2026-04-13
332,What about Dizziness level?,Cardiology,2026-04-13T12:09:51.417,report_11.pdf,Patient,2026-04-13
333,What about Headache level?,Orthopedics,2026-04-10T14:01:51.417,report_4.pdf,General User,2026-04-10
334,What about Chest Pain level?,General,2026-04-12T11:10:51.417,report_19.pdf,Student,2026-04-12
335,What about Fatigue level?,Orthopedics,2026-04-12T23:22:51.417,report_8.pdf,Student,2026-04-12
336,What about Chest Pain level?,General,2026-04-11T19:14:51.417,report_1.pdf,Patient,2026-04-11
337,What about Chest Pain level?,General,2026-04-12T19:46:51.417,report_8.pdf,General User,2026-04-12
338,What about Chest Pain level?,Cardiology,2026-04-10T12:02:51.417,report_13.pdf,Student,2026-04-10
339,What about BP level?,Cardiology,2026-04-12T14:59:51.417,report_17.pdf,Student,2026-04-12
340,What about Sugar level?,General,2026-04-12T18:33:51.417,report_6.pdf,Patient,2026-04-12
341,What about Chest Pain level?,Orthopedics,2026-04-10T11:29:51.417,report_13.pdf,General User,2026-04-10
342,What about Dizziness level?,General,2026-04-11T04:46:51.417,report_15.pdf,General User,2026-04-11
343,What about Fever level?,Cardiology,2026-04-11T20:26:51.417,report_14.pdf,General User,2026-04-11
344,What about Dizziness level?,General,2026-04-13T12:20:51.417,report_2.pdf,General User,2026-04-13
345,What about Fever level?,Orthopedics,2026-04-10T15:47:51.417,report_9.pdf,General User,2026-04-10
346,What about Headache level?,Neurology,2026-04-12T16:06:51.417,report_14.pdf,Patient,2026-04-12
347,What about Fatigue level?,General,2026-04-13T05:29:51.417,report_19.pdf,General User,2026-04-13
348,What about Headache level?,Orthopedics,2026-04-10T06:24:51.417,report_11.pdf,Patient,2026-04-10
349,What about Headache level?,Neurology,2026-04-10T04:45:51.417,report_20.pdf,General User,2026-04-10
350,What about Fever level?,Orthopedics,2026-04-11T21:42:51.417,report_4.pdf,Student,2026-04-11
351,What about BP level?,Cardiology,2026-04-10T10:52:51.417,report_12.pdf,Student,2026-04-10
352,What about Fatigue level?,Cardiology,2026-04-11T09:10:51.417,report_6.pdf,Student,2026-04-11
353,What about BP level?,Orthopedics,2026-04-12T00:24:51.417,report_17.pdf,General User,2026-04-12
354,What about Sugar level?,Neurology,2026-04-13T13:13:51.417,report_12.pdf,Student,2026-04-13
355,What about BP level?,Endocrinology,2026-04-10T08:14:51.417,report_17.pdf,General User,2026-04-10
356,What about BP level?,Orthopedics,2026-04-10T15:58:51.417,report_1.pdf,Student,2026-04-10
357,What about Chest Pain level?,Cardiology,2026-04-11T19:41:51.417,report_13.pdf,General User,2026-04-11
358,What about Dizziness level?,Cardiology,2026-04-13T08:44:51.417,report_2.pdf,Patient,2026-04-13
359,What about Dizziness level?,Endocrinology,2026-04-12T02:22:51.417,report_18.pdf,General User,2026-04-12
360,What about Headache level?,Neurology,2026-04-10T19:26:51.417,report_11.pdf,Student,2026-04-10
361,What about Chest Pain level?,General,2026-04-13T08:07:51.417,report_20.pdf,Student,2026-04-13
362,What about Chest Pain level?,Orthopedics,2026-04-11T07:00:51.417,report_8.pdf,General User,2026-04-11
363,What about Dizziness level?,Orthopedics,2026-04-11T09:24:51.417,report_16.pdf,General User,2026-04-11
364,What about Chest Pain level?,Cardiology,2026-04-13T05:06:51.417,report_4.pdf,Student,2026-04-13
365,What about Dizziness level?,Neurology,2026-04-13T08:04:51.417,report_14.pdf,Patient,2026-04-13
366,What about BP level?,General,2026-04-12T05:06:51.417,report_2.pdf,General User,2026-04-12
367,What about Dizziness level?,General,2026-04-10T10:07:51.417,report_5.pdf,Student,2026-04-10
368,What about BP level?,Cardiology,2026-04-11T13:52:51.417,report_8.pdf,Student,2026-04-11
369,What about Fever level?,Cardiology,2026-04-12T07:33:51.417,report_8.pdf,General User,2026-04-12
370,What about Chest Pain level?,Endocrinology,2026-04-13T06:54:51.417,report_14.pdf,Student,2026-04-13
371,What about Sugar level?,Endocrinology,2026-04-11T16:08:51.417,report_13.pdf,Patient,2026-04-11
372,What about Fever level?,Orthopedics,2026-04-10T18:59:51.417,report_14.pdf,Student,2026-04-10
373,What about Fatigue level?,Neurology,2026-04-12T12:14:51.417,report_20.pdf,General User,2026-04-12
374,What about Chest Pain level?,General,2026-04-13T05:50:51.417,report_2.pdf,Student,2026-04-13
375,What about Chest Pain level?,Cardiology,2026-04-12T13:31:51.417,report_11.pdf,General User,2026-04-12
376,What about Dizziness level?,Orthopedics,2026-04-12T03:59:51.417,report_20.pdf,General User,2026-04-12
377,What about Headache level?,Endocrinology,2026-04-11T22:11:51.417,report_13.pdf,Patient,2026-04-11
378,What about Chest Pain level?,Endocrinology,2026-04-13T14:06:51.417,report_4.pdf,Student,2026-04-13
379,What about Chest Pain level?,Endocrinology,2026-04-11T08:26:51.417,report_13.pdf,Student,2026-04-11
380,What about Sugar level?,General,2026-04-13T06:08:51.417,report_2.pdf,Patient,2026-04-13
381,What about Sugar level?,General,2026-04-11T04:09:51.417,report_10.pdf,Patient,2026-04-11
382,What about Fever level?,General,2026-04-10T19:35:51.417,report_14.pdf,General User,2026-04-10
383,What about Fever level?,General,2026-04-12T18:23:51.417,report_5.pdf,General User,2026-04-12
384,What about Dizziness level?,General,2026-04-11T23:43:51.417,report_11.pdf,Patient,2026-04-11
385,What about Chest Pain level?,Orthopedics,2026-04-12T06:35:51.417,report_4.pdf,Patient,2026-04-12
386,What about Headache level?,Cardiology,2026-04-11T21:09:51.417,report_13.pdf,Student,2026-04-11
387,What about Fever level?,Endocrinology,2026-04-12T19:16:51.417,report_5.pdf,General User,2026-04-12
388,What about Sugar level?,General,2026-04-11T11:36:51.417,report_16.pdf,Student,2026-04-11
389,What about Fatigue level?,Cardiology,2026-04-11T21:32:51.417,report_20.pdf,Patient,2026-04-11
390,What about Sugar level?,Endocrinology,2026-04-11T00:50:51.417,report_17.pdf,Patient,2026-04-11
391,What about Chest Pain level?,Orthopedics,2026-04-13T09:36:51.417,report_9.pdf,Student,2026-04-13
392,What about BP level?,Neurology,2026-04-13T08:53:51.417,report_9.pdf,General User,2026-04-13
393,What about Dizziness level?,Neurology,2026-04-12T12:30:51.417,report_9.pdf,General User,2026-04-12
394,What about Chest Pain level?,Cardiology,2026-04-13T07:03:51.417,report_9.pdf,Student,2026-04-13
395,What about Headache level?,General,2026-04-11T20:58:51.417,report_16.pdf,Patient,2026-04-11
396,What about Dizziness level?,Endocrinology,2026-04-11T12:02:51.417,report_5.pdf,General User,2026-04-11
397,What about Headache level?,Cardiology,2026-04-12T11:22:51.417,report_13.pdf,General User,2026-04-12
398,What about Fatigue level?,Neurology,2026-04-12T21:22:51.417,report_4.pdf,Patient,2026-04-12
399,What about Fatigue level?,General,2026-04-13T06:41:51.417,report_12.pdf,Student,2026-04-13
